   Publisher App Market ID,   Publisher App ID,   Publisher App Name,  Publisher Account ID,  Publisher Account Name,Salesforce Monetize Account Region,Salesforce Monetize Account AM  Name,    Report Ad Spend (Unified),    Report    Publisher Revenue,    Report Net Revenue (Unified)
com.cashwalk.cashwalk,5af2c576731d33224a6b9f2d,캐시워크 - 돈버는 만보기 잠금화면,5af2ae1e0f25612233aa2819,캐시워크,APAC,Soojin Moon,145627.05750548746,76013.685166,69613.37233948744
388627783,5d3ad25290f20b00179e1c0e,扫描全能王-iOS,5d3a5de9ddc71000189c7a84,"Shanghai Linguan Data Co., Ltd.",APAC,Sunton Sun,145269.77578873272,80256.209987,65013.565801732715
live.shorttv.apps,65716f6c31ace18371faff52,ShortTV,655c62f25942160011cb5305,SHUNYOU PTE LTD,APAC,Harper Zhang,145093.01198940212,88544.626786,56548.38520340214
com.mobilityware.freecell,53d7b802ec6bbcff4d000019,Android FreeCell,561e8d936b8d90f61a000455,Mobility Ware,Americas,Natalie Kenyon,144015.02955973143,111960.218323,32054.811236731435
com.free.vpn.super.hotspot.open,62ce7ef68cd2f0b72c87b683,VPN - Super Unlimited Proxy,629f58df585252001b83d5f1,Super Unlimited Inc.,Americas,Jack Dove,143171.59555922757,89080.998541,54090.59701822758
com.easybrain.block.puzzle.games,5dc290cf1051eb0012a6b214,Blockudoku GP,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,141353.81082166385,115428.257834,25925.552987663843
com.resultadosfutbol.mobile,6807543f9e0c8ad76e7f0c01,BeSoccer,680748860437920011951532,BeSoccer,EMEA,Louis Wallworth,139477.32370323245,71540.92758,67936.39612323244
1638139403,68515f1b9f7ebc7d027598ec,Block Crush iOS,683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,APAC,Sunton Sun,138475.96176471765,99249.67666,39226.28510471764
1644847077,662e0e2c61db5b0a87580cb6,MusicX Pro,561e8d946b8d90f61a002019,Mobiletech Software SRL,EMEA,Hadil Salameh,137350.09521480423,78811.6325,58538.462714804235
642831690,524ad17f92fcd29365000006,Jigsaw Collection HD,561e8d936b8d90f61a00134a,Veraxen Ltd,EMEA,Kseniia Fesenko,135430.894246374,92405.420004,43025.474242373995
com.ezt.pdfreader.pdfviewer,674983665c1505ce639e4c0e,Pdf v1,61825d0b78e35800177c13f0,EZTech,APAC,Nam Trinh,134947.3474518349,70080.202593,64867.144858834916
6505095234,66a06c4baef015d56fed9008,Car Jam - Escape Puzzle,6364b12e3ad6c7001711d812,Fodream Limited,APAC,Harper Zhang,132768.53366211837,95351.14013,37417.39353211835
com.dubox.drive,647febe9eceab671ee15db3c,TeraBox,630dd09a2334a0001b28ad73,"Flextech, Inc.",APAC,Seven Tu,132543.7832364022,75271.447549,57272.3356874022
car.jam.traffic.seat.unblock,66d13bb5f04eb8d914d2c287,Car Jam,6364b12e3ad6c7001711d812,Fodream Limited,APAC,Harper Zhang,131774.60486006396,104710.769607,27063.83525306395
free.vpn.unblock.proxy.vpn.master.pro,5da6812659f5670018ae7124,Pro,5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,APAC,Harper Zhang,131236.59350055546,64499.144232,66737.44926855544
6746084597,685d292cc9b6594c5a5cf7a3,seamobi-dev-gmail-com_aerovpn.app.fox.free.vpn.AirPlaneMaster,6297c4bc012073001b3df035,Yandex Inc.,EMEA,Dumitru Cazacu,130652.92709948441,87265.355517,43387.57158248442
6547858927,66b372f5e33c9a548741ff37,Crossword Master IOS,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,130434.75217953823,96002.243315,34432.508864538235
com.kiloo.subwaysurf,5e4e6838246d020018f1e653,Subway Surfers (Non-COPPA),5c52bd6ffbeb402419bef87d,SYBO Games,EMEA,Louis Wallworth,130427.97324521678,90733.688853,39694.28439221678
solitaire.patience.card.games.klondike.free,6103ceacdf8b0d54672519dc,Solitaire-Android,5e96c1b29704720015d9f4ae,Guru Network Limited,APAC,Harper Zhang,129610.66486748522,80639.86604,48970.79882748522
io.deveem.vpn,6912064edcd984f22c652c3f,deveem_io-deveem-vpn,6297c4bc012073001b3df035,Yandex Inc.,EMEA,Dumitru Cazacu,128142.74778856323,86768.799774,41373.948014563226
net.peakgames.toonblast,62684259b7fb3d4fd5c5fb13,Toon Blast,56c3a378adccd1cb7e00000a,Zynga,Americas,Kasey Geist,128127.40007350082,109334.615556,18792.784517500815
com.eyecon.global,6571c9ecba6511036ea4df55,Eyecon,6570788bee73b50011dbb6f6,Eyecon Global Ltd,EMEA,Dina Eraksan,127648.77065861036,72277.336391,55371.43426761035
e.books.reading.apps,6694c54c4d6765df32fed7ff,Fizzo Novel - Android,6694c47160e2ea00114a8599,Poligon Pte Ltd,APAC,Sunton Sun,126862.55618556002,86277.413492,40585.14269356003
com.bigwinepot.nwdn.international,642eeb44c80b214ca21006f6,Remini AI,619cc4d31a366f0017fe8d06,AI CREATIVITY S.R.L.,EMEA,Benjamin Lyon,126836.58782373006,74552.572692,52284.01513173006
com.handmark.expressweather,62b055e06894d1a44ef4d3a7,1Weather Android,626a9cd05d54fa0018b746b3,InMobi,APAC,Rutvij Jadav,125808.51252020773,72678.665308,53129.84721220774
1191435163,5c093969f7a1953d6377362b,Solitaire - A Classic Card Game iOS,5c05196699e4374b87bda3b9,Tripledot Studios,EMEA,Tori Edwards,125473.05559963449,86280.625006,39192.43059363449
premium.gotube.adblock.utube,6257f8967c1864a5b530fda2,GoTube,624fcf9241887a0018618c00,GoTube Studio,APAC,Soojin Moon,125342.86646174746,66899.175196,58443.69126574746
com.mxtech.videoplayer.ad,6306068eadc5c5493fa01c91,MX Player 11,62f234d9f81a3c001bde7c25,MX Player,APAC,Rutvij Jadav,125310.93704242154,67339.465939,57971.47110342156
428312806,5057845678715d951df74577,Wordfeud,561e8d936b8d90f61a0014d2,Bertheussen IT,EMEA,Dumitru Cazacu,124111.20893950353,75684.558645,48426.65029450353
com.radio.pocketfm,6315b8bb85b5a14b0bbc9454,PocketFM Android,6315b8713c59f7001bacf8fb,Pocket FM Corp,APAC,Rutvij Jadav,123752.47267371038,74756.565504,48995.90716971039
997362197,55cd7d5c343bb084400002f2,InShot iOS,561e8d976b8d90f61a003fcf,InstaShot,APAC,Harper Zhang,122918.87791894768,67687.665398,55231.212520947665
com.gamincat.jigsolitaire,67a5c083b7c0c84dcaf1ee86,Jigsolitaire,561e8d936b8d90f61a00046c,"Gamincat, Inc.",APAC,Soojin Moon,121886.15181610858,70428.054425,51458.09739110858
com.screw3d.match.nuts.bolts.pin.jam.away.puzzle,675696667913198c9ecadaac,Screw 3D Android(CD),58b91be73e5caab04b000296,Mavericks Mobile,APAC,Ronald Long,121611.87325960997,79539.545162,42072.32809760998
com.zm.blockaway,66c5d0ccb5852a686fdb8cb2,Block away Android,5c05196699e4374b87bda3b9,Tripledot Studios,EMEA,Tori Edwards,120994.94847001614,94926.105165,26068.843305016147
in.playsimple.wordsearch,625d3d93b090bdfbd3c527c0,Word Search Explorer,568b8cb3bb2089a80600000a,Playsimple Games,APAC,Rutvij Jadav,119567.14391651777,81525.115096,38042.028820517764
6754384144,6905adc23ab3eb7275ecffe1,Color Pixel Shooter,5b84c65ca73f7a027c553f4a,Rewards Game,EMEA,Tori Edwards,118693.19420907136,76810.653555,41882.54065407135
6590876141,66ea968ed96b6cc4df566092,Hexa Sort,5fc671cbba624b0015a61bf1,Saygames LTD,EMEA,Beth Taylor-Lowen,118446.89277125298,89084.09624,29362.796531252992
6744237126,6863db75a844a45e9b6a6d26,FlareFlow,683eac26c72df000112c434c,FLAREFLOW PTE LTD,APAC,Harper Zhang,117420.50992101312,74695.602002,42724.9079190131
6504332779,672c8db687f9dce6e6634762,ColorBlockJam,5bec0018c9af0a7962a96f4a,Rollic Games,EMEA,Dina Eraksan,117405.30345191233,73200.004819,44205.29863291234
jigsaw.puzzle.game.banana,62145348d6a1fb0de34bc483,Jigsaw Android,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,APAC,Aria Gao,117311.37198463333,79590.45246,37720.919524633326
academy.gocrypto.trading,66a8f6c8aac742b8e38fce3d,Gocrypto,66a8f651514c00001147b0d5,Clickfun Limited,EMEA,Kseniia Fesenko,116915.55692618777,69156.055059,47759.50186718777
free.vpn.unblock.proxy.vpnmaster,5d8990630b15ea00170bdfce,Master,5d76031d57ec4f0017743734,INNOVATIVE CONNECTING PTE.LIMITED,APAC,Harper Zhang,116625.17752318681,70266.034679,46359.14284418681
1388988209,67e2464166c089d2cb4950a7,V380 Pro,67e22d64b039580011378f33,"Guangzhou Hongshi information Technology Co., Ltd.",APAC,Ronald Long,116058.61228638273,68426.222101,47632.39018538273
com.gamovation.mahjongclub,61fd167eb969e9afd12d5161,Mahjong Club,5fe2fafd6013fb0015208652,GamoVation,EMEA,Louis Wallworth,115753.94112069775,87454.442221,28299.498899697763
1250312807,5bd2b484ebaf58797f4c4f83,X-VPN Unlimited VPN Proxy,5bd2ab5a79a00802b5118a87,Free Connected Limited,APAC,Ronald Long,114994.6746262764,63417.934451,51576.740175276405
wp.wattpad,56b8e577819502560b000033,Wattpad Futures - android,56b2844d24342c3622000032,Wattpad,Americas,Matthew Hong,114862.2167519618,77123.386484,37738.8302679618
1324604053,5a30e47b794900452500459c,Puzzles IOS,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,114858.84019923741,88428.667056,26430.17314323741
com.tripledot.blockbash,66fe1af9cde9700bb6f04290,Woodoku Blast Android,5c05196699e4374b87bda3b9,Tripledot Studios,EMEA,Tori Edwards,114415.92453957241,106521.870953,7894.053586572416
com.enzo.paulo,68fa0df4c4da864926b0e4ff,Seekee - Ai Search & Assistant,68fa0d672fef766b2dac5f75,"SEEKEEHORIZON TECHNOLOGY (HK) CO,",APAC,Seven Tu,114151.48147518777,63147.227345,51004.254130187765
com.linecorp.LGTMTM,623a937c155ef61249701f2b,LINE：ディズニーツムツム,5efeed113191d60018f0f4e0,LY Corporation,APAC,Sunyoung Min,113847.84543091428,75241.655589,38606.18984191429
eu.livesport.FlashScore_com,684fe594c195c4600e876f24,AND | Flashscore: Live Scores & News,684c3af4806ba9001147f9cd,Livesport sro,EMEA,Louis Wallworth,113726.0544515256,50802.728815,62923.32563652561
890378044,626841d0d03ae7f7395fdc62,Toy Blast,56c3a378adccd1cb7e00000a,Zynga,Americas,Kasey Geist,113381.66875344473,89262.553854,24119.114899444725
1452227871,5c9c7a04d13ede0012e22ff2,Blockudoku IOS,57d1b461ae2b57d903000027,Easybrain Ltd,EMEA,Benjamin Lyon,113365.92269203844,83904.970118,29460.952574038438
com.wood.block.sudoku.puzzle.bm,68515eedd1432abf30525019,Block Crush GP,683bc1bb4c15ca0011ad2b91,WONDERFUL TYCOON LIMITED,APAC,Sunton Sun,112708.39650253284,86765.267251,25943.12925153284
com.tripledot.triple.tile.match.pair.game.three.master.object,60a4e1e3cf4957c21093d8e8,Triple Tile,5c05196699e4374b87bda3b9,Tripledot Studios,EMEA,Tori Edwards,112565.0524691213,104918.588903,7646.463566121298
com.superking.parchisi.star,6303b36532b01d410e2d4eda,Parchisi STAR Android,62f4b9c1a0cd3e00172cfe1c,Gameberry Labs Private Limited,APAC,Rutvij Jadav,111911.43073677603,60004.312408,51907.11832877605
1484468651,60112a9e7e07f1c9680afb81,Dice Dreams,60112a3ed3c4a000156a31d9,Superplay,EMEA,Beth Taylor-Lowen,110117.98145552698,81451.7979,28666.183555526975
com.bstar.intl,63e0751c6d911e9e2816c10c,Bilibili,63e0726b0dce2900138bf123,BALABOOM PTE LTD,APAC,Ronald Long,109732.36006941448,71464.298533,38268.061536414476
6504279468,66d0321ea6cf59778900a031,APFindDIfference - iOS,5e96c1b29704720015d9f4ae,Guru Network Limited,APAC,Harper Zhang,108292.15728382135,71151.647406,37140.50987782135
com.tile.match.blockpuzzle,63b7bf0fa928816f6c42effc,Tile Match - Match Puzzle Game,64075f57d6da1900141e5aba,Code Dish GmbH,EMEA,Hadil Salameh,108129.47047637492,75411.348355,32718.122121374923
605569663,6384938d1e0c734133a722a4,Amerigo File Manager iOS,561e8d956b8d90f61a003069,IdeaSolutions S.r.l.,EMEA,Beth Taylor-Lowen,107965.56953537978,64001.849202,43963.720333379766
con.hotspot.vpn.free.master,68527792e9b47688840edfd7,seamobi-dev-gmail-com_con-hotspot-vpn-free-master,6297c4bc012073001b3df035,Yandex Inc.,EMEA,Dumitru Cazacu,107774.11198240574,72211.10795,35563.00403240575
1080465358,627a7fad9a5916612c6cb77e,IT-PM_Futbin_iOS,5a53889945eaab512501251e,AddApptr GmbH,EMEA,Dina Eraksan,106881.37027199088,57630.888977,49250.48129499088
6444056676,63ff39ab1e40c644de13073f,Tile Match - Match Puzzle Game,64075f57d6da1900141e5aba,Code Dish GmbH,EMEA,Hadil Salameh,106514.41434055907,70783.332595,35731.081745559066
336435697,64a3d611830ec394da008f59,IMO_iOS,63f725cfaa034900149db38c,Bigo,APAC,Harper Zhang,106254.36825681166,56040.569,50213.799256811675
6446890186,645243a50ccf9ed0c9ba14b7,Wooden Puzzle Bliss,619b548fc9c9c1001796f1f6,Gimica GmbH,EMEA,Dina Eraksan,106086.32634420927,71570.232989,34516.093355209276
1095569891,61ee350cd1b617148c976a59,Wordle!,5f064bf93191d60018f0fd5a,Lion Studios,Americas,Matthew Hong,105777.88212894258,69799.474658,35978.40747094258
com.robtopx.geometryjumplite,6295ff7c3987b19e74b43c3e,Geometry Dash Lite Android,6276c973f70e7c001895be79,RobTop Games AB,EMEA,Tori Edwards,104948.68110205734,60390.372432,44558.30867005735
com.sofascore.results,67b5f446390c720c73a0e3f3,Sofascore android,67b5b2c077bd1c00117b9adc,Sofa IT doo,EMEA,Dumitru Cazacu,103717.16324132416,50544.112408,53173.05083332417
screw.puzzle.match3.brain.puzz,665702e4329253a128f1f27a,Screw Sort Puz: Nuts Assemble,634d301fa3774b001b7c0dbc,ToGather Fun Limited,APAC,Harper Zhang,103610.17032819736,81292.9463,22317.22402819736
1538433480,6345c091c17e333ca212effc,PocketFM IOS,6315b8713c59f7001bacf8fb,Pocket FM Corp,APAC,Rutvij Jadav,103508.52858017372,58185.012226,45323.51635417372
880047117,54c63cb2a684cd593e000126,Angry Birds 2 iOS,561e8d946b8d90f61a002087,Rovio,EMEA,Dina Eraksan,103186.66913083295,70888.796633,32297.87249783295
com.hitappsgames.wordsolitaire,68887b364afcdbfb426b9180,Word Solitaire: Associations Android,6021599b8b3e5600159fcc76,HITAPPS GAMES LTD,EMEA,Beth Taylor-Lowen,101930.20094035837,65453.378489,36476.82245135836
1423046460,5b83e2f3ebcb4a0f62d80e85,Paper.io 2,56d55c72562b9c353800000d,Voodoo,EMEA,Hadil Salameh,101886.69950597633,62415.059899,39471.63960697633
498477945,61c9990776261dfb959407aa,Moovit iOS,61c991a5fe4ec600172e5e08,MOOVIT APP GLOBAL LTD,EMEA,Beth Taylor-Lowen,101770.57368037415,59009.63429,42760.939390374144
1472419762,5df90b5c66091a78d5815e82,Blackjack Casino iOS,5c05196699e4374b87bda3b9,Tripledot Studios,EMEA,Tori Edwards,101763.4386156098,76647.048654,25116.3899616098
847492141,6478799b11f74ed45246d305,Score! Hero,6247027c20721a0018bb6528,First Touch Games,EMEA,Louis Wallworth,101564.48579811695,63372.58733,38191.89846811694
6480174499,66b3500a8b82298c2add7cdd,TDS - Tower Destiny Survive,5fc671cbba624b0015a61bf1,Saygames LTD,EMEA,Beth Taylor-Lowen,101196.77183281354,72932.659729,28264.11210381353
1579356887,611bbf6a80cc92b96866ad3b,Overturn Military,5fc671cbba624b0015a61bf1,Saygames LTD,EMEA,Beth Taylor-Lowen,100385.72749853069,73275.149954,27110.577544530694
469463298,66fffb4004a01a45408d13fa,Citymapper,663c90f772fce00011b7f353,Citymapper (Via),EMEA,Louis Wallworth,100025.4383684724,50941.144321,49084.2940474724
1317978215,5a540f51d49ac43a0c011741,color by number FGFF,561e8d976b8d90f61a00418e,FGFF,Americas,Matthew Hong,99679.97154718099,67396.637794,32283.33375318099
com.hbwares.wordfeud.free,506857fe244c88a76639a514,Wordfeud FREE,561e8d936b8d90f61a0014d2,Bertheussen IT,EMEA,Dumitru Cazacu,99608.27923616604,57001.630972,42606.64826416603
6742812903,680b279139da3f86ec0a2314,英语：Grill Sort 日语：グリルソート,6364b12e3ad6c7001711d812,Fodream Limited,APAC,Harper Zhang,99489.15772180607,68950.081549,30539.076172806075
6499293031,6667a74988cc429f2d801763,Screw Sort Puzzle,634d301fa3774b001b7c0dbc,ToGather Fun Limited,APAC,Harper Zhang,98916.84809643842,75873.992033,23042.856063438423
479280326,5db379f3db8e200011927b68,Brainium Solitaire iOS,5d3a10eeddc71000189c7a37,Brainium Studios,Americas,Natalie Kenyon,98908.753314303,63943.490439,34965.26287530301
6747875092,686664ed36273738b61f42a6,Yarn Fever! Unravel Puzzle iOS,5d53cf81ff5bd700186c5f35,InfenitePlay LTD,APAC,Nam Trinh,98608.50312768259,68584.980783,30023.52234468259
com.miui.home,66d6bbfd2a769ddae7418ced,com.miui.home,66d6b6896f113e001198b89c,Xiaomi Group,APAC,Sunton Sun,97520.10712423979,57808.480066,39711.627058239785
com.tracerofficial,677e35a5d7a0b145879b00a7,moneywalk_AOS,677cecb33b9ea20011273987,Gravity Labs,APAC,Sunyoung Min,97045.42858276203,56294.020231,40751.40835176204
550928207,68075411da8e5a572a730472,BeSoccer,680748860437920011951532,BeSoccer,EMEA,Louis Wallworth,96633.37950263883,53325.924992,43307.454510638825
1382466301,5ba95087cc094f074544b7dd,IOS Castle,561e8d936b8d90f61a000455,Mobility Ware,Americas,Natalie Kenyon,96382.12227453422,71477.697459,24904.42481553422
io.deveem.vpn.global,68ca54c3d63f84f5a18f21f2,deveem_io-deveem-vpn-global,6297c4bc012073001b3df035,Yandex Inc.,EMEA,Dumitru Cazacu,96122.55341088766,65375.687253,30746.866157887656
easy.sudoku.puzzle.solver.free,5de10e548ce8520017e173ef,Sudoku Android,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,APAC,Aria Gao,94872.24774756233,49699.044164,45173.20358356234
1491074310,5f08e579e9abb60001857252,Tetris® iOS,561e8d956b8d90f61a0027d2,PlayStudios,Americas,Natalie Kenyon,94872.16048810157,63160.156944,31712.003544101553
games.vaveda.militaryoverturn,611bbee5350eb6e37c140bf6,Overturn Military,5fc671cbba624b0015a61bf1,Saygames LTD,EMEA,Beth Taylor-Lowen,94767.37412902858,78142.45553,16624.918599028573
com.picsart.studio,597b1b28f6fdf8096600041d,PicsArt Photo Studio: Collage Maker & Pic Editor,59650c95a4e548f217000ead,Picsart Inc,Americas,Matthew Hong,94467.57893309768,49456.45539,45011.12354309768
com.audiomack,5be9c16e4d3adf04414b1823,Audiomack | Download New Music,5f73ab8ec84db80016b354bb,Audiomack Inc.,Americas,Natalie Kenyon,93967.85642590668,46221.594616,47746.26180990668
wool.match.color.sort.jam.puzzle,68995e633f6852ed61a9e227,Wool Crush,634d301fa3774b001b7c0dbc,ToGather Fun Limited,APAC,Harper Zhang,93122.3869703494,70066.670404,23055.7165663494
com.read.goodnovel,63e458023f1b40cf6d5e33eb,GoodNovel - Android,63e35991bbe8fa0014380604,Singapore New Reading Technology Pt,APAC,Sunton Sun,91775.0912030697,60323.310284,31451.78091906971
543186831,5552167b1f1ac071400000d9,8 Ball Pool iOS Live,561e8d926b8d90f61a00013e,Miniclip SA,EMEA,Louis Wallworth,91290.65304409518,63406.848698,27883.804346095178
6449486871,66d170ea20321015a24eb2b9,Question.AI,66a249877c55ea0011ab075c,QuestionAI,APAC,Seven Tu,90843.50119162316,60177.056927,30666.444264623147
1176147574,67b5f7021be9345ad181a7d8,Sofascore IOS,67b5b2c077bd1c00117b9adc,Sofa IT doo,EMEA,Dumitru Cazacu,90224.87172196814,53278.129117,36946.74260496814
1463509237,5d81c924bf4aa20017e95920,Phase 10 iOS,5b0fc58f19829714e5ad0d2f,Mattel163 Limited,APAC,Aria Gao,89723.64558722243,56804.143677,32919.50191022244
1572661625,60a4e1d7cf4957c21093d8e3,Triple Tile,5c05196699e4374b87bda3b9,Tripledot Studios,EMEA,Tori Edwards,89711.73115086967,78334.165488,11377.565662869682
pdfreader.pdfviewer.officetool.pdfscanner,6641ef33e0cbed6459a1b503,PDF Reader App,65c3655fa3d8e100119171ba,9D Technologies,APAC,Rutvij Jadav,89710.5769300197,49828.330386,39882.24654401971
6502341730,66cc45cd3151a503c115fe9b,Spades - Classic Cards,5c05196699e4374b87bda3b9,Tripledot Studios,EMEA,Tori Edwards,89496.72057547634,82549.579595,6947.140980476335
1550945606,6076bd25c69dedee4130b263,Soccer Super Star,583c02c932ec4ba51300037e,Gamegou,APAC,Ronald Long,89318.76582081153,54509.898343,34808.867477811524
com.playvalve.yatzy,649fd139847c940a560e47aa,Yatzy - Fun Classic Dice Game,64803209bfd9aa0011593484,Playvalve,EMEA,Tori Edwards,88937.40077558429,64538.143813,24399.256962584295
com.matteljv.uno,5b14f1387ea39141340a6d68,UNO!™,5b0fc58f19829714e5ad0d2f,Mattel163 Limited,APAC,Aria Gao,88758.1410445515,51882.86803,36875.27301455151
com.football.soccer.league,646b0d38b06633af5707dfca,Football League 2023,583c02c932ec4ba51300037e,Gamegou,APAC,Ronald Long,87845.65118911234,49221.105446,38624.545743112336
kidultlovin.word.zen,64cc9fcad4592a1f1c805a2c,ZenWord Android,5b975fcedc73276356309362,OAKEVER GAMES PTE LTD,APAC,Aria Gao,87789.37478713454,47425.783454,40363.591333134544
1470373330,67161f1ba3ee0d8eae75599e,Remini iOS,619cc4d31a366f0017fe8d06,AI CREATIVITY S.R.L.,EMEA,Benjamin Lyon,87705.73556542762,50673.58001,37032.15555542763
kjv.bible.kingjamesbible,657199b3bac8a9b2d3df4e94,KJV Android,655377ea6cdf5900118d252a,OZION TECH PTE LTD,APAC,Aria Gao,86647.19086910016,57977.154032,28670.03683710016
1492722342,625eaf7743b3a022a19d93be,Animal Kingdom: Coin Raid,621e7a3f257d5f001422669b,Innplay Labs,EMEA,Beth Taylor-Lowen,86586.87343961405,64942.572438,21644.30100161406
6446354191,642dee1b95e6378735df64be,Coin Sort,5f064bf93191d60018f0fd5a,Lion Studios,Americas,Matthew Hong,86371.12580239825,54330.14418,32040.98162239825
281940292,64ef55a17dd0db95c81212b2,WeatherBug - Weather Forecast (iOS),64ee40f968ec2e001173d7bc,WeatherBug,Americas,Natalie Kenyon,86102.43969472713,57901.059073,28201.38062172713
1443446174,5c0de1a896a52a2ba6187dd8,Magic Tiles 3: Piano Game,567acc79dea141ea32000008,Amanotes (PT),APAC,Nam Trinh,85920.03788269854,49400.694095,36519.34378769853
1572726361,598348c317e92baa770027fe,iOS Gin Rummy,561e8d936b8d90f61a000455,Mobility Ware,Americas,Natalie Kenyon,85645.40417966525,61571.114295,24074.28988466524
com.litatom.app,6412fad6dc4ce839176d0e76,Litmatch—Make new friends Android,6406dc222ecde6001489f995,CONSTRUCT TECHNOLOGY PTE LTD,APAC,Ronald Long,85636.33794312007,51219.841656,34416.496287120084
6670430706,67c03741d4e1c44a52e449cd,dramawave-ios,67c01767cc8ae200116e5d00,Skywork AI PTELTD,APAC,Ronald Long,85614.63880168479,56848.096716,28766.542085684785
video.like,64bddfb4f5edf073b3bd3a34,Likee_Android,64ba3523d63483001120ba5e,BIGO TECHNOLOGY PTE LTD,Americas,Sales Ops,85612.30008979754,61671.34121,23940.95887979754
6747097142,68b873af5dcb5d9379af6600,seamobi-dev-gmail-com_com-kbyc-owlVPN,6297c4bc012073001b3df035,Yandex Inc.,EMEA,Dumitru Cazacu,85300.82847466944,57160.787146,28140.041328669446
6448104157,66851b564d981e89bb8afc00,Offline Games - No Wifi Games,607d46752ca90f00153876e8,Jungle Frog LDA,EMEA,Louis Wallworth,84763.01885888129,53927.130456,30835.888402881275
com.applabstudios.ai.mail.homescreen.inbox,65ca6d4bf31d94e5290f757e,AI Mail Home,65ca6ad44e9fff0011d273b7,"App Lab Studios, LLC",Americas,Kasey Geist,84472.36537291213,50068.247747,34404.11762591213
1486214495,5ddc1e48eb34040017baac7a,Brain Test: Tricky Puzzles,5dcf09394f6eed0018145e58,Unico Studio LLC,EMEA,Dina Eraksan,84129.3785274636,56234.104744,27895.2737834636
eu.nordeus.topeleven.android,66447f7b6e3e372b114a8cda,Top Eleven - Android,664372d48ffbbf0011f17452,Nordeus,EMEA,Dumitru Cazacu,83893.46273729662,55009.3727,28884.090037296613
6737214802,671b075c78c69e1cc1bffae7,UC1 - Minigame iOS,5981a22bcf89a5b87f001edf,ROCKETADS LTD BV,APAC,Nam Trinh,83881.74140665878,50053.57428,33828.16712665878
6739069151,67a09724ffda0af1dd8c6caf,Crossword Go,568b8cb3bb2089a80600000a,Playsimple Games,APAC,Rutvij Jadav,83351.55682910219,55734.170466,27617.386363102192
321916506,5e6868c8ffd487601beebc7a,WWF1 - iOS,56c3a378adccd1cb7e00000a,Zynga,Americas,Kasey Geist,82978.47949201078,59932.694417,23045.785075010783
1610874732,6408c6335f2edf398c67c208,Melon Playground,5ec6f4dbdae5f50015c2980b,PCA Bear LLC,EMEA,Kseniia Fesenko,82792.57439167432,54300.156695,28492.417696674318
com.antivirus,650411ec5551fd9849db7aca,AVG AntiVirus & Security,64678a9ed7125400115d9869,GenDigital,EMEA,Benjamin Lyon,82757.80438261149,51052.889472,31704.91491061148
com.wood.bolt.wordle.screw.nuts.puzzle,66d197f92a769ddae74181b7,Screw Hybrid Android,58b91be73e5caab04b000296,Mavericks Mobile,APAC,Ronald Long,82682.97455312355,53000.622395,29682.352158123555
517539894,6035b4c3019023aabed66830,PhotoCircle,602ad40427689c0015fb2d9e,PhotoCircle Inc.,EMEA,Louis Wallworth,82499.87465513605,53295.970767,29203.903888136047
6471045672,6572e3a7a475438b9f7963da,Food and Travel: Merge Game,561e8d946b8d90f61a001853,Century Games,APAC,Ronald Long,82028.7187070982,50464.153673,31564.565034098203
jp.wifishare.townwifi,609cb24169d50614b1e5333c,TownWiFi by GMO,609cb17937f3bf001593dd55,GMOTownWiFi,APAC,Nam Trinh,81986.23322312784,45829.810066,36156.42315712784
com.merge.cooking.theme.restaurant.food,64085e4000b0a652d3aaf1b5,Merge Cooking,63857a9148202e00149fcb08,Happibits Technologies Pte Ltd,APAC,Soojin Moon,81529.06352178974,47110.657847,34418.40567478974
sorting.games.goods.sort.triple.match3d.puzzle.stuff,667aaa6d3a2fe58e15167ee8,Goods Sorting Android,5e96c1b29704720015d9f4ae,Guru Network Limited,APAC,Harper Zhang,81164.69107871957,49525.338971,31639.352107719562
com.pinger.textfree,62bf07c073e8429ca7098700,TextFree Ultra (9),62b9ac4282628b001b5ab74a,Pinger,Americas,Jack Dove,80821.52359220406,48231.635298,32589.888294204065
1600871388,62275ffbd96ee2a0b2bdcbb0,Eatventure_IOS,6107c3b4abaef100175b9029,Lessmore UG (haftungsbeschränkt),EMEA,Dina Eraksan,80792.13393176475,55504.214346,25287.91958576475
6751056652,68ee72e79797ab8c2943d2d9,Pixel Flow!,68ed0a0c4cac2a9dc3250a10,Loom Games Oyun Yazilim ve Pazarlam,Americas,Sales Ops,80502.7412750558,49805.402353,30697.338922055795
tv.flareflow.drama,6863dd22a844a45e9b6a6d7f,FlareFlow: 1-Minute Dramas!,683eac26c72df000112c434c,FLAREFLOW PTE LTD,APAC,Harper Zhang,80000.7330652906,47448.666906,32552.066159290596
1211118856,62fca664c48903a6689672c4,Parchisi STAR iOS,62f4b9c1a0cd3e00172cfe1c,Gameberry Labs Private Limited,APAC,Rutvij Jadav,79914.55637722065,45485.731013,34428.825364220655
